23,0.960921844,0.039078156
24,0.960921844,0.039078156
25,0.960921844,0.039078156
66,0.960921844,0.039078156
67,0.960921844,0.039078156
69,0.960921844,0.039078156
91,0.960921844,0.039078156
122,0.960921844,0.039078156
123,0.960921844,0.039078156
124,0.960921844,0.039078156
0,0.95991984,0.04008016
7,0.95991984,0.04008016
8,0.95991984,0.04008016
14,0.95991984,0.04008016
15,0.95991984,0.04008016
18,0.95991984,0.04008016
19,0.95991984,0.04008016
20,0.95991984,0.04008016
21,0.95991984,0.04008016
22,0.95991984,0.04008016
26,0.95991984,0.04008016
27,0.95991984,0.04008016
28,0.95991984,0.04008016
29,0.95991984,0.04008016
30,0.95991984,0.04008016
36,0.95991984,0.04008016
37,0.95991984,0.04008016
38,0.95991984,0.04008016
39,0.95991984,0.04008016
40,0.95991984,0.04008016
41,0.95991984,0.04008016
42,0.95991984,0.04008016
43,0.95991984,0.04008016
44,0.95991984,0.04008016
45,0.95991984,0.04008016
46,0.95991984,0.04008016
47,0.95991984,0.04008016
50,0.95991984,0.04008016
54,0.95991984,0.04008016
59,0.95991984,0.04008016
60,0.95991984,0.04008016
61,0.95991984,0.04008016
63,0.95991984,0.04008016
64,0.95991984,0.04008016
65,0.95991984,0.04008016
70,0.95991984,0.04008016
71,0.95991984,0.04008016
73,0.95991984,0.04008016
74,0.95991984,0.04008016
75,0.95991984,0.04008016
76,0.95991984,0.04008016
77,0.95991984,0.04008016
79,0.95991984,0.04008016
80,0.95991984,0.04008016
81,0.95991984,0.04008016
82,0.95991984,0.04008016
83,0.95991984,0.04008016
84,0.95991984,0.04008016
85,0.95991984,0.04008016
86,0.95991984,0.04008016
87,0.95991984,0.04008016
88,0.95991984,0.04008016
89,0.95991984,0.04008016
96,0.95991984,0.04008016
97,0.95991984,0.04008016
98,0.95991984,0.04008016
99,0.95991984,0.04008016
100,0.95991984,0.04008016
101,0.95991984,0.04008016
103,0.95991984,0.04008016
104,0.95991984,0.04008016
105,0.95991984,0.04008016
106,0.95991984,0.04008016
107,0.95991984,0.04008016
108,0.95991984,0.04008016
109,0.95991984,0.04008016
110,0.95991984,0.04008016
111,0.95991984,0.04008016
112,0.95991984,0.04008016
113,0.95991984,0.04008016
114,0.95991984,0.04008016
115,0.95991984,0.04008016
116,0.95991984,0.04008016
117,0.95991984,0.04008016
118,0.95991984,0.04008016
119,0.95991984,0.04008016
120,0.95991984,0.04008016
121,0.95991984,0.04008016
125,0.95991984,0.04008016
126,0.95991984,0.04008016
127,0.95991984,0.04008016
128,0.95991984,0.04008016
129,0.95991984,0.04008016
130,0.95991984,0.04008016
131,0.95991984,0.04008016
132,0.95991984,0.04008016
133,0.95991984,0.04008016
134,0.95991984,0.04008016
135,0.95991984,0.04008016
136,0.95991984,0.04008016
137,0.95991984,0.04008016
138,0.95991984,0.04008016
139,0.95991984,0.04008016
140,0.95991984,0.04008016
141,0.95991984,0.04008016
142,0.95991984,0.04008016
143,0.95991984,0.04008016
144,0.95991984,0.04008016
145,0.95991984,0.04008016
146,0.95991984,0.04008016
147,0.95991984,0.04008016
148,0.95991984,0.04008016
149,0.95991984,0.04008016
150,0.95991984,0.04008016
151,0.95991984,0.04008016
152,0.95991984,0.04008016
153,0.95991984,0.04008016
154,0.95991984,0.04008016
155,0.95991984,0.04008016
156,0.95991984,0.04008016
157,0.95991984,0.04008016
158,0.95991984,0.04008016
159,0.95991984,0.04008016
160,0.95991984,0.04008016
161,0.95991984,0.04008016
162,0.95991984,0.04008016
163,0.95991984,0.04008016
164,0.95991984,0.04008016
165,0.95991984,0.04008016
166,0.95991984,0.04008016
167,0.95991984,0.04008016
168,0.95991984,0.04008016
169,0.95991984,0.04008016
170,0.95991984,0.04008016
171,0.95991984,0.04008016
172,0.95991984,0.04008016
173,0.95991984,0.04008016
174,0.95991984,0.04008016
175,0.95991984,0.04008016
176,0.95991984,0.04008016
177,0.95991984,0.04008016
178,0.95991984,0.04008016
179,0.95991984,0.04008016
180,0.95991984,0.04008016
181,0.95991984,0.04008016
182,0.95991984,0.04008016
183,0.95991984,0.04008016
184,0.95991984,0.04008016
185,0.95991984,0.04008016
4,0.958917836,0.041082164
5,0.958917836,0.041082164
6,0.958917836,0.041082164
9,0.958917836,0.041082164
10,0.958917836,0.041082164
11,0.958917836,0.041082164
12,0.958917836,0.041082164
13,0.958917836,0.041082164
16,0.958917836,0.041082164
17,0.958917836,0.041082164
31,0.958917836,0.041082164
32,0.958917836,0.041082164
33,0.958917836,0.041082164
34,0.958917836,0.041082164
35,0.958917836,0.041082164
48,0.958917836,0.041082164
49,0.958917836,0.041082164
51,0.958917836,0.041082164
52,0.958917836,0.041082164
55,0.958917836,0.041082164
62,0.958917836,0.041082164
68,0.958917836,0.041082164
72,0.958917836,0.041082164
78,0.958917836,0.041082164
90,0.958917836,0.041082164
92,0.958917836,0.041082164
93,0.958917836,0.041082164
94,0.958917836,0.041082164
95,0.958917836,0.041082164
102,0.958917836,0.041082164
53,0.957915832,0.042084168
56,0.957915832,0.042084168
58,0.957915832,0.042084168
1,0.956913828,0.043086172
2,0.956913828,0.043086172
3,0.956913828,0.043086172
57,0.956913828,0.043086172
